age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3m_rate,number_of_employees,subscribed,contacted_before
56,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,114,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
29,white-collar,single,high.school,no,yes,no,cellular,may,thu,566,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,no
36,skilled-labor,single,professional.course,no,no,no,cellular,jun,fri,146,2,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,no
60,white-collar,married,university.degree,no,no,no,cellular,jul,fri,241,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
31,white-collar,single,university.degree,no,no,no,cellular,aug,thu,419,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
42,white-collar,married,university.degree,no,no,yes,telephone,jul,tue,650,2,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,1,no
70,not-working,married,basic.4y,no,no,no,cellular,sep,tue,150,1,2,success,-3.4,92.379,-29.8,0.77,5017.5,1,yes
29,skilled-labor,single,basic.6y,no,yes,no,cellular,may,wed,272,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
29,skilled-labor,divorced,high.school,no,no,no,telephone,may,thu,144,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
38,white-collar,married,high.school,no,no,yes,cellular,jul,thu,106,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
50,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,67,1,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,no
32,white-collar,single,university.degree,no,yes,no,cellular,jul,thu,250,2,1,success,-1.7,94.215,-40.3,0.846,4991.6,0,yes
41,white-collar,married,university.degree,no,yes,no,cellular,aug,wed,342,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
51,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,387,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
50,white-collar,divorced,university.degree,no,no,no,telephone,jul,mon,130,7,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
30,not-working,single,high.school,no,no,no,cellular,aug,tue,592,3,1,failure,-1.7,94.027,-38.3,0.899,4991.6,1,no
23,skilled-labor,single,professional.course,no,yes,no,telephone,jul,tue,9,1,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,0,no
30,white-collar,married,high.school,no,yes,no,telephone,jun,tue,615,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,no
57,self-employed,married,basic.9y,no,yes,no,cellular,may,mon,47,2,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,no
38,skilled-labor,married,high.school,no,yes,no,cellular,apr,thu,144,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
37,skilled-labor,divorced,professional.course,no,no,no,telephone,may,wed,374,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
61,not-working,married,university.degree,no,no,no,cellular,nov,mon,507,1,0,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,0,no
50,white-collar,divorced,university.degree,no,no,no,cellular,jul,mon,983,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,no
38,blue-collar,married,university.degree,no,yes,no,cellular,aug,tue,295,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
34,white-collar,single,high.school,no,yes,no,telephone,may,wed,359,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
34,skilled-labor,married,professional.course,no,no,no,cellular,nov,thu,96,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
54,white-collar,divorced,university.degree,no,no,no,cellular,aug,mon,180,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
25,white-collar,single,university.degree,no,no,no,cellular,may,tue,80,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,no
53,skilled-labor,married,professional.course,no,no,no,cellular,mar,mon,261,4,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0,no
50,self-employed,married,basic.9y,no,yes,no,telephone,jun,fri,82,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,no
40,white-collar,single,high.school,no,no,no,cellular,jul,wed,94,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
38,skilled-labor,single,professional.course,no,yes,no,cellular,jul,thu,72,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
32,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,fri,205,2,1,failure,-1.8,93.075,-47.1,1.479,5099.1,0,no
30,skilled-labor,single,professional.course,no,no,no,telephone,may,thu,584,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
64,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,173,1,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0,no
29,skilled-labor,single,university.degree,no,yes,yes,telephone,may,fri,210,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
37,white-collar,married,university.degree,no,no,yes,telephone,may,wed,243,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
39,white-collar,single,university.degree,no,yes,no,cellular,may,tue,103,1,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,no
32,skilled-labor,single,professional.course,no,no,yes,cellular,jul,tue,129,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
50,skilled-labor,married,high.school,no,yes,no,cellular,apr,mon,12,6,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
44,white-collar,married,university.degree,no,yes,no,cellular,sep,thu,331,1,0,nonexistent,-3.4,92.379,-29.8,0.809,5017.5,1,no
55,white-collar,divorced,university.degree,no,yes,no,telephone,jun,fri,17,6,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
24,skilled-labor,single,high.school,no,no,no,cellular,jul,thu,360,2,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
80,not-working,married,basic.4y,no,no,no,telephone,jul,thu,552,2,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,1,no
36,white-collar,married,university.degree,no,no,no,cellular,may,wed,37,2,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
56,white-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,62,2,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,no
36,self-employed,married,university.degree,no,no,no,telephone,may,mon,410,4,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,no
42,skilled-labor,married,university.degree,no,no,yes,cellular,jul,wed,430,2,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,no
32,white-collar,single,university.degree,no,no,no,cellular,jul,tue,1027,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
54,white-collar,single,university.degree,no,yes,no,cellular,nov,tue,119,1,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,no
62,not-working,married,university.degree,no,yes,no,cellular,sep,wed,105,3,1,failure,-3.4,92.379,-29.8,0.781,5017.5,0,no
38,blue-collar,single,basic.6y,no,no,no,telephone,jul,thu,114,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
36,white-collar,single,university.degree,no,no,no,cellular,may,fri,146,3,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,no
27,white-collar,single,university.degree,no,no,no,cellular,jul,wed,919,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,no
33,white-collar,single,university.degree,no,no,no,cellular,may,wed,6,7,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
53,white-collar,married,high.school,no,yes,no,cellular,may,mon,383,2,1,failure,-1.8,92.893,-46.2,1.354,5099.1,0,no
38,self-employed,married,university.degree,no,yes,no,telephone,may,fri,167,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
33,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,112,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
31,skilled-labor,single,professional.course,no,yes,no,cellular,apr,mon,170,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
42,skilled-labor,married,professional.course,no,yes,yes,cellular,aug,mon,223,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
45,blue-collar,single,basic.9y,no,no,yes,cellular,oct,tue,204,2,1,failure,-3.4,92.431,-26.9,0.742,5017.5,1,no
36,self-employed,married,university.degree,no,yes,no,telephone,may,mon,59,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
41,white-collar,single,high.school,no,yes,no,cellular,aug,mon,606,1,1,success,-2.9,92.201,-31.4,0.861,5076.2,1,yes
33,blue-collar,single,basic.9y,no,no,no,telephone,jul,tue,116,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
40,white-collar,married,high.school,no,yes,yes,telephone,may,fri,1087,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
54,blue-collar,divorced,basic.4y,no,yes,yes,cellular,jul,mon,78,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
39,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,131,2,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,no
31,white-collar,single,high.school,no,yes,no,cellular,jul,wed,926,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,no
30,skilled-labor,single,high.school,no,yes,no,telephone,jun,fri,9,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
49,skilled-labor,divorced,professional.course,no,yes,no,cellular,mar,tue,236,4,1,success,-1.8,93.369,-34.8,0.635,5008.7,1,yes
29,self-employed,single,professional.course,no,yes,no,cellular,may,wed,774,2,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,no
64,white-collar,divorced,university.degree,no,no,yes,cellular,dec,thu,421,1,1,failure,-3.0,92.713,-33.0,0.72,5023.5,0,no
30,white-collar,single,high.school,no,no,yes,cellular,nov,tue,117,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
19,not-working,single,basic.9y,no,no,no,cellular,apr,thu,165,3,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
38,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,fri,706,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
43,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,272,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
29,white-collar,single,basic.9y,no,no,no,cellular,jul,thu,504,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
35,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,34,31,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
35,skilled-labor,married,high.school,no,yes,yes,cellular,jul,mon,332,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
27,not-working,single,university.degree,no,yes,no,telephone,may,tue,154,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
35,white-collar,single,university.degree,no,yes,no,cellular,jul,tue,590,23,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
31,white-collar,married,high.school,no,yes,yes,telephone,may,fri,286,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
31,skilled-labor,married,professional.course,no,yes,no,cellular,jul,wed,225,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
33,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,21,11,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
27,not-working,single,high.school,no,no,no,cellular,may,mon,64,2,1,failure,-1.8,92.893,-46.2,1.354,5099.1,0,no
25,skilled-labor,married,high.school,no,yes,no,telephone,jun,wed,227,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,no
27,self-employed,single,university.degree,no,no,no,telephone,oct,fri,84,3,0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6,0,no
24,white-collar,single,high.school,no,yes,no,cellular,oct,fri,133,2,1,failure,-1.1,94.601,-49.5,0.972,4963.6,0,no
49,white-collar,married,university.degree,no,no,no,telephone,jun,thu,216,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
55,skilled-labor,married,basic.4y,no,yes,no,cellular,aug,wed,173,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
31,self-employed,single,high.school,no,yes,no,cellular,jul,tue,151,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
46,white-collar,single,high.school,no,yes,no,telephone,nov,wed,207,2,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,no
28,white-collar,single,university.degree,no,yes,no,cellular,sep,fri,91,1,3,success,-3.4,92.379,-29.8,0.773,5017.5,1,yes
32,skilled-labor,married,high.school,no,no,yes,cellular,nov,wed,222,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
40,skilled-labor,married,professional.course,no,yes,no,cellular,aug,thu,142,8,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,no
31,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,158,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,no
41,white-collar,married,university.degree,no,no,no,cellular,aug,tue,151,5,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,269,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
54,white-collar,divorced,university.degree,no,yes,no,telephone,may,mon,106,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
32,skilled-labor,single,high.school,no,no,no,cellular,may,mon,236,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
36,skilled-labor,married,professional.course,no,yes,no,cellular,may,wed,62,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
31,skilled-labor,single,high.school,no,yes,yes,cellular,aug,wed,79,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
49,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,135,1,2,failure,-1.8,92.893,-46.2,1.266,5099.1,0,no
35,white-collar,divorced,university.degree,no,yes,no,cellular,nov,fri,102,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
51,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,thu,460,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
34,self-employed,single,professional.course,no,no,no,telephone,jun,tue,76,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
29,white-collar,single,university.degree,no,no,no,telephone,may,thu,22,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,464,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
46,white-collar,married,university.degree,no,no,no,telephone,may,thu,68,5,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
47,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,20,18,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
30,skilled-labor,married,professional.course,no,no,no,telephone,aug,wed,645,7,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,no
41,not-working,married,basic.9y,no,yes,no,cellular,apr,mon,263,1,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0,no
38,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,310,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
39,skilled-labor,married,high.school,no,yes,no,cellular,nov,fri,408,3,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
60,white-collar,married,university.degree,no,yes,yes,telephone,sep,thu,225,1,0,nonexistent,-3.4,92.379,-29.8,0.809,5017.5,0,no
35,white-collar,married,professional.course,no,no,no,telephone,jun,mon,62,1,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,no
55,white-collar,single,basic.4y,no,no,no,telephone,may,tue,293,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
36,white-collar,divorced,university.degree,no,no,no,cellular,aug,mon,559,1,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,yes
31,skilled-labor,married,university.degree,no,yes,no,cellular,may,mon,15,8,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
49,skilled-labor,divorced,high.school,no,yes,no,cellular,jul,thu,395,3,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
37,white-collar,married,university.degree,no,yes,no,cellular,aug,wed,160,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,no
35,white-collar,single,high.school,no,yes,no,cellular,apr,thu,352,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
40,skilled-labor,married,university.degree,no,yes,yes,cellular,may,fri,133,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
36,white-collar,single,university.degree,no,yes,no,cellular,sep,fri,100,2,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,1,no
34,skilled-labor,married,professional.course,no,yes,no,cellular,aug,fri,201,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
53,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,34,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
37,self-employed,married,university.degree,no,no,no,telephone,nov,fri,39,9,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
47,white-collar,single,university.degree,no,yes,no,cellular,jun,wed,156,3,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,no
42,white-collar,married,basic.9y,no,no,no,telephone,apr,mon,406,3,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
32,white-collar,single,university.degree,no,yes,yes,cellular,aug,thu,153,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
31,skilled-labor,single,professional.course,no,yes,no,cellular,aug,tue,150,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
29,skilled-labor,single,professional.course,no,yes,no,cellular,aug,thu,87,6,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
56,not-working,married,basic.9y,no,yes,yes,telephone,may,wed,71,4,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
29,blue-collar,single,basic.9y,no,yes,no,telephone,jun,fri,76,1,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,no
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,233,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
56,blue-collar,divorced,basic.4y,no,yes,no,telephone,aug,mon,361,1,4,failure,-1.7,94.027,-38.3,0.904,4991.6,0,yes
44,white-collar,married,university.degree,no,yes,no,telephone,jun,wed,25,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,no
30,skilled-labor,divorced,university.degree,no,no,no,cellular,apr,mon,281,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,48,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,no
55,blue-collar,married,illiterate,no,no,no,cellular,jul,tue,129,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
27,skilled-labor,single,high.school,no,no,no,cellular,jul,mon,68,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
54,white-collar,divorced,university.degree,no,no,no,telephone,may,mon,288,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
37,self-employed,divorced,university.degree,no,no,yes,cellular,jul,wed,362,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
30,skilled-labor,married,university.degree,no,no,no,cellular,aug,thu,66,2,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,no
31,white-collar,single,university.degree,no,yes,no,cellular,jul,tue,137,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
30,white-collar,married,university.degree,no,yes,yes,cellular,jul,wed,229,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
27,white-collar,married,high.school,no,yes,no,cellular,may,wed,319,2,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
32,white-collar,single,university.degree,no,yes,no,cellular,apr,thu,386,2,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
33,skilled-labor,divorced,professional.course,no,yes,no,cellular,aug,mon,170,2,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,no
28,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,312,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
28,white-collar,married,university.degree,no,no,no,telephone,may,fri,63,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
34,skilled-labor,divorced,basic.9y,no,no,no,cellular,jul,fri,684,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
37,not-working,single,university.degree,no,yes,no,telephone,nov,thu,76,3,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
32,white-collar,single,high.school,no,yes,no,cellular,may,thu,149,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,no
49,white-collar,married,university.degree,no,no,no,cellular,jul,mon,549,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
46,white-collar,married,high.school,no,no,no,cellular,aug,wed,322,5,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,no
40,white-collar,single,university.degree,no,no,no,telephone,may,tue,145,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
40,white-collar,single,university.degree,no,no,yes,cellular,aug,thu,14,5,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,no
52,white-collar,married,university.degree,no,yes,yes,cellular,nov,tue,79,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
32,white-collar,single,university.degree,no,no,no,cellular,may,wed,183,2,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,no
33,skilled-labor,married,high.school,no,no,no,telephone,may,thu,63,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,no
34,white-collar,single,university.degree,no,no,no,cellular,jul,tue,149,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
56,white-collar,divorced,university.degree,no,no,no,cellular,may,fri,166,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
35,white-collar,married,university.degree,no,yes,no,cellular,nov,wed,654,2,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,no
45,not-working,married,university.degree,no,no,no,telephone,may,tue,550,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,fri,274,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
49,blue-collar,married,university.degree,no,yes,no,cellular,aug,wed,210,2,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,no
33,skilled-labor,married,basic.9y,no,yes,no,cellular,jul,fri,169,2,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
28,skilled-labor,married,high.school,no,yes,no,cellular,may,fri,237,4,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
31,skilled-labor,single,high.school,no,yes,no,cellular,may,wed,234,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
58,not-working,married,basic.4y,no,no,no,cellular,aug,tue,509,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
29,blue-collar,single,basic.6y,no,yes,no,telephone,jun,thu,83,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
47,self-employed,married,basic.9y,no,yes,no,telephone,apr,tue,226,5,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,no
34,white-collar,married,high.school,no,no,no,cellular,nov,mon,113,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
59,white-collar,divorced,high.school,no,yes,no,cellular,jul,mon,86,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
41,skilled-labor,married,university.degree,no,yes,no,telephone,may,fri,67,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
41,skilled-labor,married,university.degree,no,no,no,telephone,may,mon,156,5,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
48,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,88,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
38,white-collar,married,university.degree,no,yes,no,cellular,aug,mon,301,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
35,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,98,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
37,skilled-labor,single,university.degree,no,no,no,cellular,aug,tue,59,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
52,white-collar,married,university.degree,no,yes,no,cellular,may,tue,556,2,0,nonexistent,-1.8,93.876,-40.0,0.668,5008.7,1,no
38,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,fri,970,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
42,skilled-labor,single,university.degree,no,yes,no,cellular,aug,thu,213,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
54,skilled-labor,married,basic.9y,no,no,no,cellular,nov,tue,284,2,1,failure,-3.4,92.649,-30.1,0.72,5017.5,1,no
54,white-collar,married,high.school,no,yes,no,cellular,aug,fri,92,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
33,skilled-labor,married,high.school,no,yes,no,cellular,may,fri,521,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
34,white-collar,married,high.school,no,no,no,telephone,jun,tue,83,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
33,white-collar,married,university.degree,no,no,no,telephone,may,tue,194,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,157,29,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,no
46,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,599,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,211,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
36,skilled-labor,married,basic.9y,no,yes,no,cellular,jun,thu,390,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,no
34,skilled-labor,divorced,professional.course,no,no,no,telephone,aug,fri,336,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
55,skilled-labor,divorced,professional.course,no,no,yes,cellular,aug,thu,388,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
52,white-collar,married,university.degree,no,no,yes,telephone,may,mon,134,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
30,skilled-labor,married,university.degree,no,yes,no,telephone,may,fri,193,8,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
43,white-collar,married,basic.9y,no,no,no,cellular,jul,fri,72,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,173,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
41,skilled-labor,married,basic.9y,no,no,no,telephone,may,wed,351,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
